-546.92,-0.015001
-546.92,-0.014747
-546.91,-0.014728
-546.91,-0.015208
-546.9,-0.015621
-546.9,-0.01518
-546.89,-0.014872
-546.89,-0.01515
-546.88,-0.015222
-546.87,-0.015018
-546.87,-0.01536
-546.86,-0.015524
-546.86,-0.0151
-546.85,-0.014473
-546.85,-0.014707
-546.84,-0.015388
-546.83,-0.015344
-546.83,-0.014616
-546.82,-0.014528
-546.82,-0.015077
-546.81,-0.014703
-546.81,-0.014254
-546.8,-0.014813
-546.8,-0.015551
-546.79,-0.015377
-546.78,-0.015086
-546.78,-0.01523
-546.77,-0.015223
-546.77,-0.015031
-546.76,-0.015183
-546.76,-0.015599
-546.75,-0.015498
-546.74,-0.014802
-546.74,-0.014932
-546.73,-0.015345
-546.73,-0.015685
-546.72,-0.015441
-546.72,-0.015308
-546.71,-0.015453
-546.71,-0.01546
-546.7,-0.014985
-546.69,-0.014723
-546.69,-0.014982
-546.68,-0.015117
-546.68,-0.014836
-546.67,-0.014969
-546.67,-0.015215
-546.66,-0.015277
-546.65,-0.014637
-546.65,-0.01441
-546.64,-0.014659
-546.64,-0.015105
-546.63,-0.015121
-546.63,-0.015148
-546.62,-0.015299
-546.62,-0.015002
-546.61,-0.014832
-546.6,-0.015059
-546.6,-0.015475
-546.59,-0.015364
-546.59,-0.014996
-546.58,-0.014876
-546.58,-0.014921
-546.57,-0.01493
-546.56,-0.01484
-546.56,-0.014684
-546.55,-0.014894
-546.55,-0.015028
-546.54,-0.014995
-546.54,-0.015297
-546.53,-0.015506
-546.53,-0.015286
-546.52,-0.015357
-546.51,-0.015097
-546.51,-0.014769
-546.5,-0.014489
-546.5,-0.014714
-546.49,-0.015307
-546.49,-0.015695
-546.48,-0.015295
-546.47,-0.015097
-546.47,-0.015469
-546.46,-0.01549
-546.46,-0.015361
-546.45,-0.015315
-546.45,-0.01531
-546.44,-0.01529
-546.44,-0.01455
-546.43,-0.014459
-546.42,-0.014901
-546.42,-0.014937
-546.41,-0.014527
-546.41,-0.014689
-546.4,-0.014689
-546.4,-0.014217
-546.39,-0.013936
-546.38,-0.014357
-546.38,-0.014939
-546.37,-0.014845
-546.37,-0.014634
-546.36,-0.014785
-546.36,-0.015025
-546.35,-0.014552
-546.35,-0.014164
-546.34,-0.01453
-546.33,-0.014984
-546.33,-0.015
-546.32,-0.014834
-546.32,-0.014794
-546.31,-0.015031
-546.31,-0.014848
-546.3,-0.014621
-546.29,-0.014646
-546.29,-0.014903
-546.28,-0.014843
-546.28,-0.014909
-546.27,-0.015425
-546.27,-0.015616
-546.26,-0.015138
-546.26,-0.014894
-546.25,-0.015112
-546.24,-0.015276
-546.24,-0.014923
-546.23,-0.014781
-546.23,-0.015148
-546.22,-0.015431
-546.22,-0.014833
-546.21,-0.014475
-546.2,-0.014709
-546.2,-0.014992
-546.19,-0.014734
-546.19,-0.014801
-546.18,-0.015104
-546.18,-0.01545
-546.17,-0.015438
-546.17,-0.015319
-546.16,-0.015405
-546.15,-0.015254
-546.15,-0.015194
-546.14,-0.015436
-546.14,-0.015655
-546.13,-0.015484
-546.13,-0.014881
-546.12,-0.014636
-546.11,-0.014667
-546.11,-0.014549
-546.1,-0.014743
-546.1,-0.015452
-546.09,-0.016079
-546.09,-0.01585
-546.08,-0.015222
-546.08,-0.015127
-546.07,-0.015453
-546.06,-0.015267
-546.06,-0.015102
-546.05,-0.015281
-546.05,-0.015614
-546.04,-0.015229
-546.04,-0.015075
-546.03,-0.015306
-546.02,-0.015596
-546.02,-0.015512
-546.01,-0.015425
-546.01,-0.015491
-546,-0.015715
-546,-0.01524
-545.99,-0.014821
-545.99,-0.015049
-545.98,-0.015154
-545.97,-0.014775
-545.97,-0.014924
-545.96,-0.015359
-545.96,-0.015369
-545.95,-0.014835
-545.95,-0.01513
-545.94,-0.015546
-545.93,-0.015769
-545.93,-0.015574
-545.92,-0.015325
-545.92,-0.015261
-545.91,-0.015436
-545.91,-0.01523
-545.9,-0.015271
-545.9,-0.015792
-545.89,-0.015903
-545.88,-0.015552
-545.88,-0.015648
-545.87,-0.015895
-545.87,-0.0159
-545.86,-0.015374
-545.86,-0.015083
-545.85,-0.015378
-545.84,-0.015541
-545.84,-0.015662
-545.83,-0.015891
-545.83,-0.016092
-545.82,-0.015732
-545.82,-0.015106
-545.81,-0.014983
-545.81,-0.015232
-545.8,-0.015209
-545.79,-0.015002
-545.79,-0.014955
-545.78,-0.015175
-545.78,-0.014732
-545.77,-0.014586
-545.77,-0.014887
-545.76,-0.015399
-545.75,-0.015333
-545.75,-0.015091
-545.74,-0.015185
-545.74,-0.015332
-545.73,-0.015028
-545.73,-0.014942
-545.72,-0.015249
-545.72,-0.015233
-545.71,-0.014965
-545.7,-0.015094
-545.7,-0.015485
-545.69,-0.015537
-545.69,-0.01511
-545.68,-0.015175
-545.68,-0.015539
-545.67,-0.015562
-545.66,-0.014879
-545.66,-0.014813
-545.65,-0.015044
-545.65,-0.01516
-545.64,-0.014892
-545.64,-0.015347
-545.63,-0.015756
-545.63,-0.015484
-545.62,-0.01488
-545.61,-0.014569
-545.61,-0.015227
-545.6,-0.015321
-545.6,-0.014984
-545.59,-0.015013
-545.59,-0.01517
-545.58,-0.015216
-545.57,-0.015152
-545.57,-0.015322
-545.56,-0.015864
-545.56,-0.015164
-545.55,-0.014739
-545.55,-0.015426
-545.54,-0.015798
-545.54,-0.015165
-545.53,-0.014644
-545.52,-0.014633
-545.52,-0.015061
-545.51,-0.015114
-545.51,-0.014933
-545.5,-0.015404
-545.5,-0.015736
-545.49,-0.015303
-545.48,-0.015023
-545.48,-0.015171
-545.47,-0.01524
-545.47,-0.014806
-545.46,-0.015065
-545.46,-0.015534
-545.45,-0.015526
-545.45,-0.015125
-545.44,-0.015251
-545.43,-0.016022
-545.43,-0.016174
-545.42,-0.015438
-545.42,-0.015332
-545.41,-0.015494
-545.41,-0.01504
-545.4,-0.014642
-545.39,-0.015256
-545.39,-0.015929
-545.38,-0.015778
-545.38,-0.015424
-545.37,-0.015355
-545.37,-0.01561
-545.36,-0.015531
-545.36,-0.015561
-545.35,-0.015796
-545.34,-0.016094
-545.34,-0.015632
-545.33,-0.015066
-545.33,-0.015171
-545.32,-0.015397
-545.32,-0.015463
-545.31,-0.015745
-545.3,-0.015809
-545.3,-0.016052
-545.29,-0.015581
-545.29,-0.01499
-545.28,-0.014999
-545.28,-0.01547
-545.27,-0.015475
-545.27,-0.015076
-545.26,-0.015254
-545.25,-0.015423
-545.25,-0.015107
-545.24,-0.015117
-545.24,-0.015588
-545.23,-0.015773
