-564.82,2.96
-564.24,2.96
-563.66,2.96
-563.08,2.88
-562.51,2.96
-561.93,2.96
-561.35,2.96
-560.77,2.96
-560.2,2.96
-559.62,2.96
-559.04,2.96
-558.46,2.96
-557.89,2.96
-557.31,2.96
-556.73,2.96
-556.15,2.96
-555.58,2.88
-555,2.96
-554.42,2.96
-553.84,2.96
-553.27,2.96
-552.69,2.96
-552.11,2.96
-551.53,2.96
-550.96,2.96
-550.38,2.96
-549.8,2.96
-549.22,2.96
-548.65,2.96
-548.07,2.96
-547.49,2.96
-546.91,2.96
-546.34,2.96
-545.76,2.96
-545.18,2.96
-544.6,2.96
-544.03,2.96
-543.45,2.96
-542.87,2.96
-542.29,2.96
-541.72,2.96
-541.14,2.96
-540.56,2.96
-539.98,2.96
-539.41,2.96
-538.83,2.96
-538.25,2.96
-537.67,2.96
-537.1,2.96
-536.52,2.96
-535.94,2.88
-535.36,2.96
-534.79,2.96
-534.21,2.96
-533.63,2.96
-533.05,2.88
-532.48,2.96
-531.9,2.96
-531.32,2.96
-530.74,2.96
-530.17,2.96
-529.59,2.96
-529.01,2.88
-528.43,2.96
-527.86,2.96
-527.28,2.96
-526.7,2.96
-526.12,2.96
-525.55,2.96
-524.97,2.96
-524.39,2.96
-523.81,2.96
-523.24,2.96
-522.66,2.96
-522.08,2.96
-521.5,2.96
-520.93,2.96
-520.35,2.96
-519.77,2.96
-519.19,2.96
-518.62,2.96
-518.04,2.96
-517.46,2.96
-516.88,2.96
-516.31,2.96
-515.73,2.96
-515.15,2.96
-514.57,2.96
-514,2.96
-513.42,2.96
-512.84,2.88
-512.26,2.96
-511.69,2.96
-511.11,2.96
-510.53,2.96
-509.95,2.96
-509.38,2.96
-508.8,2.96
-508.22,2.96
-507.64,2.88
-507.07,2.96
-506.49,2.96
-505.91,2.96
-505.33,2.96
-504.76,2.96
-504.18,2.96
-503.6,2.96
-503.02,2.96
-502.45,2.96
-501.87,2.96
-501.29,2.96
-500.71,2.88
-500.14,2.96
-499.56,2.96
-498.98,2.96
-498.4,2.88
-497.83,2.96
-497.25,2.96
-496.67,2.96
-496.09,2.96
-495.52,2.96
-494.94,2.96
-494.36,2.96
-493.78,2.96
-493.21,2.96
-492.63,2.96
-492.05,2.96
-491.47,2.96
-490.9,2.96
-490.32,2.96
-489.74,2.88
-489.16,2.96
-488.59,2.96
-488.01,2.96
-487.43,2.96
-486.85,2.96
-486.28,2.96
-485.7,2.96
-485.12,2.96
-484.54,2.96
-483.97,2.96
-483.39,2.96
-482.81,2.96
-482.23,2.96
-481.66,2.96
-481.08,2.88
-480.5,2.96
-479.92,2.96
-479.35,2.96
-478.77,2.96
-478.19,2.96
-477.61,2.96
-477.04,2.96
-476.46,2.96
-475.88,2.96
-475.3,2.96
-474.73,2.96
-474.15,2.96
-473.57,2.96
-472.99,2.96
-472.42,2.96
-471.84,2.96
-471.26,2.96
-470.68,2.96
-470.11,2.96
-469.53,2.96
-468.95,2.96
-468.37,2.88
-467.8,2.88
-467.22,2.96
-466.64,2.96
-466.06,2.96
-465.49,2.96
-464.91,2.96
-464.33,2.96
-463.75,2.96
-463.18,2.96
-462.6,2.96
-462.02,2.96
-461.44,2.96
-460.87,2.88
-460.29,2.88
-459.71,2.96
-459.13,2.96
-458.56,2.96
-457.98,2.96
-457.4,2.96
-456.82,2.96
-456.25,2.96
-455.67,2.96
-455.09,2.96
-454.51,2.96
-453.94,2.96
-453.36,2.96
-452.78,2.96
-452.2,2.96
-451.63,2.88
-451.05,2.96
-450.47,2.96
-449.89,2.96
-449.32,2.96
-448.74,2.96
-448.16,2.96
-447.58,2.96
-447.01,2.88
-446.43,2.96
-445.85,2.96
-445.27,2.96
-444.7,2.96
-444.12,2.96
-443.54,2.96
-442.96,2.88
-442.39,2.96
-441.81,2.96
-441.23,2.96
-440.65,2.96
-440.08,2.96
-439.5,2.96
-438.92,2.96
-438.34,2.96
-437.77,2.96
-437.19,2.96
-436.61,2.96
-436.03,2.96
-435.46,2.88
-434.88,2.96
-434.3,2.96
-433.72,2.96
-433.15,2.96
-432.57,2.88
-431.99,2.88
-431.41,2.96
-430.84,2.96
-430.26,2.96
-429.68,2.96
-429.1,2.96
-428.53,2.88
-427.95,2.96
-427.37,2.96
-426.79,2.96
-426.22,2.96
-425.64,2.96
-425.06,2.96
-424.48,2.96
-423.91,2.96
-423.33,2.88
-422.75,2.96
-422.17,2.88
-421.6,2.96
